試合種別ID,試合種別名略,チームID,チーム名略,選手ID,選手名,選手名英略,ポジション,背番号,出生地,身長,体重,生年月日,所属チーム履歴,Jリーグ通算出場数(J1),Jリーグ通算出場数(J2),Jリーグ通算出場数(J3),Jリーグ初出場年月日,Jリーグ初出場試合名,初出場チーム名略称,初出場相手チーム名略称,初出場競技場名略称,Jリーグ初得点年月日,Jリーグ初得点試合名,Jリーグ初得点チーム名略称,Jリーグ初得点相手チーム名略称,Jリーグ初得点初出場競技場名略称,現所属F,SkillCorner選手ID,SkillCorner選手ID_2025
249,Ｊ１百年構想,123,東京Ｖ,1504484,福田　湧矢,FUKUDA Yuya,MF,14,福岡県,174,65,19990404,小倉南ＦＣ-小倉南ＦＣＪｒユース-東福岡高-ガンバ大阪,129,0,34,20180224,明治安田J1第1節,Ｇ大阪,名古屋,吹田Ｓ,20180321,明治安田J3第3節,Ｇ大23,秋田,吹田Ｓ,1,26869,26869
249,Ｊ１百年構想,123,東京Ｖ,1600180,齋藤　功佑,SAITO Kosuke,MF,8,神奈川県,172,63,19970616,横浜ＦＣＪｒユース-横浜ＦＣユース-横浜ＦＣ,105,96,0,20170708,明治安田J2第22節,横浜FC,松本,松本,20180624,明治安田J2第20節,横浜FC,甲府,ニッパツ,1,798252,798252
249,Ｊ１百年構想,123,東京Ｖ,1601785,平川　怜,HIRAKAWA Rei,MF,16,東京都,177,72,20000420,上ノ原ＳＣ-ＦＣ東京Ｕ－１５むさし-ＦＣ東京Ｕ－１８-ＦＣ東京-鹿児島ユナイテッドＦＣ-ＦＣ東京-松本山雅ＦＣ-ＦＣ東京-ロアッソ熊本-ジュビロ磐田,66,78,53,20161030,明治安田J3第27節,Ｆ東23,相模原,味フィ西,20171111,明治安田J3第31節,Ｆ東23,藤枝,夢の島,1,255025,255025
249,Ｊ１百年構想,123,東京Ｖ,1614206,森田　晃樹,MORITA Koki,MF,10,東京都,167,63,20000808,豊島ＳＣ-東京ヴェルディジュニア-東京ヴェルディＪｒユース-東京ヴェルディユース,66,155,0,20190309,明治安田J2第3節,東京Ｖ,金沢,味スタ,20190824,明治安田J2第29節,東京Ｖ,水戸,Ｋｓスタ,1,798254,798254
249,Ｊ１百年構想,123,東京Ｖ,1629684,松橋　優安,MATSUHASHI Yuan,MF,7,神奈川県,174,66,20011027,鳶尾ジュニアＳＣ-東京ヴェルディジュニア-東京ヴェルディＪｒユース-東京ヴェルディユース-東京ヴェルディ-ＳＣ相模原-東京ヴェルディ-ＳＣ相模原-東京ヴェルディ-レノファ山口ＦＣ,64,63,20,20200819,明治安田J2第13節,東京Ｖ,松本,味スタ,20211003,明治安田J2第32節,相模原,水戸,ギオンス,1,727158,727158
249,Ｊ１百年構想,123,東京Ｖ,1634685,稲見　哲行,INAMI Tetsuyuki,MF,17,栃木県,178,75,19990405,喜連川ＳＣ-ＡＳ栃木ｂｏｍ　ｄｅ　ｂｏｌａ-矢板中央高-明治大,39,40,0,20220710,明治安田J2第26節,東京Ｖ,大宮,ＮＡＣＫ,20230517,明治安田J2第16節,東京Ｖ,栃木,カンセキ,1,798257,798257
249,Ｊ１百年構想,123,東京Ｖ,1637097,新井　悠太,ARAI Yuta,MF,40,群馬県,166,65,20030324,高崎ＦＣ中川-前橋ＦＣ-前橋育英高-東洋大,40,8,0,20230705,明治安田J2第24節,東京Ｖ,長崎,味スタ,20230705,明治安田J2第24節,東京Ｖ,長崎,味スタ,1,798304,798304
249,Ｊ１百年構想,123,東京Ｖ,1643251,川村　楽人,KAWAMURA Gakuto,MF,30,東京都,178,72,20060406,ＦＣトレーロス-ＦＣトリプレッタ-東京ヴェルディジュニアユース-東京ヴェルディユース,0,0,0,,,,,,,,,,,1,799406,799406
249,Ｊ１百年構想,123,東京Ｖ,1643252,山本　丈偉,YAMAMOTO Joi,MF,28,神奈川県,187,75,20060518,つくい中央ＦＣ-東京ヴェルディジュニア-東京ヴェルディＪｒユース-東京ヴェルディユース,0,0,0,,,,,,,,,,,1,799397,799397
249,Ｊ１百年構想,123,東京Ｖ,1643253,仲山　獅恩,NAKAYAMA Shion,MF,24,東京都,170,61,20071016,ＦＣ８５オールスターズ-東京ヴェルディＪｒユース-東京ヴェルディユース,0,0,0,,,,,,,,,,,1,1029197,
249,Ｊ１百年構想,123,東京Ｖ,1647791,今井　健人,IMAI Kento,MF,42,神奈川県,173,63,20071031,中野島ＦＣ-東京ヴェルディＪｒユース-東京ヴェルディユース,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,123,東京Ｖ,1629408,染野　唯月,SOMENO Itsuki,FW,9,茨城県,181,73,20010912,鹿島アントラーズつくばＪｒユース-尚志高-鹿島アントラーズ-東京ヴェルディ-鹿島アントラーズ-東京ヴェルディ-鹿島アントラーズ-東京ヴェルディ-鹿島アントラーズ,111,34,0,20200704,明治安田J1第2節,鹿島,川崎Ｆ,等々力,20220525,明治安田J1第15節,鹿島,鳥栖,カシマ,1,254543,254543
249,Ｊ１百年構想,123,東京Ｖ,1633603,山見　大登,YAMAMI Hiroto,FW,11,大阪府,166,64,19990816,千里ひじりＳＣ-千里丘ＦＣ-豊中第八中-大阪学院大高-関西学院大-ガンバ大阪-東京ヴェルディ-ガンバ大阪,92,0,0,20210813,明治安田J1第24節,Ｇ大阪,清水,アイスタ,20210813,明治安田J1第24節,Ｇ大阪,清水,アイスタ,1,254500,254500
249,Ｊ１百年構想,123,東京Ｖ,1635352,熊取谷　一星,KUMATORIYA Issei,FW,25,静岡県,166,62,20030214,Ｈｏｎｄａ　ＦＣ-浜松開誠館中-浜松開誠館高-明治大,11,0,0,20250222,明治安田J1第2節,東京Ｖ,鹿島,カシマ,20250506,明治安田J1第15節,東京Ｖ,横浜FC,味スタ,1,999860,896119
249,Ｊ１百年構想,123,東京Ｖ,1635473,寺沼　星文,TERANUMA Shimon,FW,45,東京都,188,88,20010308,九曜ＦＣジュニア-九曜ＦＣジュニアユース-ＦＣトリプレッタユース-桐蔭横浜大-水戸ホーリーホック,8,71,0,20220827,明治安田J2第33節,水戸,琉球,Ｋｓスタ,20230226,明治安田J2第2節,水戸,いわき,Ｋｓスタ,1,727185,727185
249,Ｊ１百年構想,123,東京Ｖ,1640430,山田　剛綺,YAMADA Gouki,FW,13,京都府,170,65,20000919,嵯峨ＳＳＳ-ヴェルヴェント京都ＦＣ-京都橘高-関西学院大,29,30,0,20230325,明治安田J2第6節,東京Ｖ,熊本,味スタ,20230507,明治安田J2第14節,東京Ｖ,長崎,トラスタ,1,798258,798258
249,Ｊ１百年構想,123,東京Ｖ,1642054,白井　亮丞,SHIRAI Ryosuke,FW,27,東京都,185,77,20050517,緑山ＳＣ-ＦＣパーシモン-ＦＣトリアネーロ町田-東京ヴェルディＪｒユース-東京ヴェルディユース,11,1,0,20230729,明治安田J2第28節,東京Ｖ,水戸,味スタ,,,,,,1,798313,798313
249,Ｊ１百年構想,123,東京Ｖ,1642068,平尾　勇人,HIRAO Hayato,FW,71,三重県,178,76,20050106,ラピド名張ＦＣ-セレッソ大阪Ｕ－１５-四日市中央工高-日本大在学中,6,0,0,20250809,明治安田J1第25節,東京Ｖ,横浜FM,味スタ,20250920,明治安田J1第30節,東京Ｖ,岡山,味スタ,1,1022308,897862
249,Ｊ１百年構想,123,東京Ｖ,1646772,大藤　颯太,OFUJI Sota,FW,51,千葉県,190,82,20070807,成田ＳＳＳ-成田ＳＣ-流通経済大付属柏高,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,30532,町田,900072,守田　達弥,MORITA Tatsuya,GK,13,千葉県,191,87,19900803,イーグルス-ＦＣ　リベレオ-習志野高-京都サンガF.C.-カターレ富山-京都サンガF.C.-カターレ富山-京都サンガF.C.-アルビレックス新潟-松本山雅ＦＣ-サガン鳥栖-柏レイソル-サガン鳥栖-柏レイソル,165,100,0,20100911,J1第22節,京都,神戸,西京極,,,,,,1,254454,254454
249,Ｊ１百年構想,30532,町田,1602204,谷　晃生,TANI Kosei,GK,1,大阪府,187,84,20001122,ガンバ大阪Ｊｒユース-ガンバ大阪ユース-ガンバ大阪-湘南ベルマーレ-ガンバ大阪-湘南ベルマーレ-ガンバ大阪-湘南ベルマーレ-ガンバ大阪-ＦＣＶデンデルＥＨ／ベルギー-ガンバ大阪-ＦＣ町田ゼルビア-ガンバ大阪,174,0,33,20170312,明治安田J3第1節,Ｇ大23,鳥取,吹田Ｓ,,,,,,1,163809,163809
249,Ｊ１百年構想,30532,町田,1613204,新井　栄聡,ARAI Yoshiaki,GK,44,埼玉県,189,85,19950927,坂戸カンガルーＳＣ-坂戸ディプロマッツＦＣ-西武台高-流通経済大-清水エスパルス-ツエーゲン金沢-清水エスパルス-ブラウブリッツ秋田-大分トリニータ,0,15,0,20210421,明治安田J2第9節,秋田,金沢,石川西部,,,,,,1,790103,790103
249,Ｊ１百年構想,30532,町田,1630155,カウン　ゼン　マラ,KAUNG ZAN MARA,GK,17,ミャンマー,190,86,20021111,バディＳＣ江東-東京ヴェルディＪｒユース-東京ヴェルディユース-産業能率大,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,30532,町田,1100212,昌子　源,SHOJI Gen,DF,3,兵庫県,182,76,19921211,フレスカ神戸Ｕ－１２-ガンバ大阪Ｊｒユース-米子北高-鹿島アントラーズ-トゥールーズＦＣ／フランス-ガンバ大阪-鹿島アントラーズ,320,0,0,20120324,J1第3節,鹿島,広島,広島ビ,20140301,J1第1節,鹿島,甲府,国立,1,11833,11833
249,Ｊ１百年構想,30532,町田,1300071,今井　智基,IMAI Tomoki,DF,2,東京都,178,78,19901129,市川ＫＩＦＣ-市川カネヅカＳＣ-大宮アルディージャユース-中央大-大宮アルディージャ-柏レイソル-松本山雅ＦＣ-ウェスタンユナイテッド／オーストラリア,76,12,0,20130330,J1第4節,大宮,鹿島,ＮＡＣＫ,20130713,J1第16節,大宮,横浜FM,日産ス,1,51008,51008
249,Ｊ１百年構想,30532,町田,1300872,中山　雄太,NAKAYAMA Yuta,DF,19,茨城県,181,76,19970216,柏レイソルＵ－１５-柏レイソルＵ－１８-柏レイソル-ＰＥＣズヴォレ／オランダ-ハダースフィールド　タウンＦＣ／イングランド,114,0,12,20150517,明治安田J3第12節,J-22,福島,とうスタ,20160713,明治安田J1 2nd第3節,柏,広島,柏,1,26209,26209
249,Ｊ１百年構想,30532,町田,1500301,岡村　大八,OKAMURA Daihachi,DF,50,東京都,183,85,19970215,バディＦＣ世田谷-キンダー善光ＳＣ-ＦＣ　ＨＯＲＴＥＮＣＩＡ-前橋育英高-立正大-ザスパクサツ群馬-テゲバジャーロ宮崎-ザスパクサツ群馬-北海道コンサドーレ札幌,143,42,3,20190406,明治安田J3第5節,群馬,YS横浜,ニッパツ,20200822,明治安田J2第14節,群馬,岡山,Ｃスタ,1,254433,254433
249,Ｊ１百年構想,30532,町田,1500538,キム　ミンテ,KIM Min Tae,DF,24,大韓民国,187,84,19931126,富平高／大韓民国-光云大／大韓民国-ベガルタ仙台-北海道コンサドーレ札幌-名古屋グランパス-北海道コンサドーレ札幌-鹿島アントラーズ-湘南ベルマーレ-鹿島アントラーズ-湘南ベルマーレ-清水エスパルス-湘南ベルマーレ,226,0,0,20150510,明治安田J1 1st第11節,仙台,浦和,ユアスタ,20150510,明治安田J1 1st第11節,仙台,浦和,ユアスタ,1,26833,26833
249,Ｊ１百年構想,30532,町田,1624302,菊池　流帆,KIKUCHI Ryuho,DF,4,岩手県,188,80,19961209,青森山田高-大阪体育大-レノファ山口ＦＣ-ヴィッセル神戸,106,35,0,20190317,明治安田J2第4節,山口,愛媛,ニンスタ,20190414,明治安田J2第9節,山口,鹿児島,みらスタ,1,130339,130339
249,Ｊ１百年構想,30532,町田,1627745,中村　帆高,NAKAMURA Hotaka,DF,88,神奈川県,177,72,19970812,横浜Ｆ・マリノスプライマリー追浜-横浜Ｆ・マリノスＪｒユース追浜-日大藤沢高-明治大-ＦＣ東京,89,0,0,20200223,明治安田J1第1節,FC東京,清水,アイスタ,20201212,明治安田J1第31節,FC東京,広島,味スタ,1,254430,254430
249,Ｊ１百年構想,30532,町田,1635337,林　幸多郎,HAYASHI Kotaro,DF,26,佐賀県,170,70,20001116,嬉野ＪＳＣ-サガン鳥栖Ｕ－１５-サガン鳥栖Ｕ－１８-明治大学-横浜ＦＣ,96,0,0,20230304,明治安田J1第3節,横浜FC,鹿島,ニッパツ,20230716,明治安田J1第21節,横浜FC,広島,Ｅスタ,1,606613,606613
249,Ｊ１百年構想,30532,町田,1635501,望月　ヘンリー海輝,MOCHIZUKI Henry Heroki,DF,6,栃木県,192,81,20010920,ＦＣ上福岡サンダース-大宮アルディージャジュニア-三菱養和ＳＣ巣鴨Ｊｒユース-三菱養和ＳＣユース-国士舘大,58,0,0,20240224,明治安田J1第1節,町田,Ｇ大阪,Ｇスタ,20250507,明治安田J1第15節,町田,京都,Ｇスタ,1,811966,811966
249,Ｊ１百年構想,30532,町田,1641608,西川　楓人,NISHIKAWA Futo,DF,29,大阪府,185,76,20040428,太子町ＪＳＣ-川上ＦＣ-興國高-流通経済大在学中,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,30532,町田,1645998,ドレシェヴィッチ,DRESEVIC,DF,5,スウェーデン,186,84,19970124,ノルビーＩＦ／スウェーデン-ＩＦエルフスボリＵ－１９／スウェーデン-ＩＦエルフスボリ／スウェーデン-ＳＣヘーレンフェーン／オランダ-ファティ　カラギュムリュク　スポル　クリュビュ／トルコ,64,0,0,20240224,明治安田J1第1節,町田,Ｇ大阪,Ｇスタ,20240316,明治安田J1第4節,町田,札幌,札幌ド,1,23614,23614
249,Ｊ１百年構想,30532,町田,1200059,白崎　凌兵,SHIRASAKI Ryohei,MF,23,東京都,181,70,19930518,東京ＢＩＧスポーツクラブ-横河武蔵野ＦＣ-ＦＣ東京Ｕ－１５むさし-山梨学院大附属高-清水エスパルス-カターレ富山-清水エスパルス-カターレ富山-清水エスパルス-鹿島アントラーズ-サガン鳥栖-鹿島アントラーズ-清水エスパルス-ＦＣ町田ゼルビア-清水エスパルス,206,135,0,20120310,J1第1節,清水,名古屋,豊田ス,20131020,J2第37節,富山,Ｇ大阪,万博,1,26878,26878
249,Ｊ１百年構想,30532,町田,1400049,下田　北斗,SHIMODA Hokuto,MF,18,神奈川県,171,66,19911107,崇善ＦＣ-勝原ＳＣ-江陽中-大清水高-専修大-ヴァンフォーレ甲府-湘南ベルマーレ-川崎フロンターレ-大分トリニータ,187,76,0,20140301,J1第1節,甲府,鹿島,国立,20150530,明治安田J1 1st第14節,甲府,新潟,デンカＳ,1,26897,26897
249,Ｊ１百年構想,30532,町田,1400075,前　寛之,MAE Hiroyuki,MF,16,北海道,173,70,19950801,コンサドーレ札幌ユース・Ｕ－１２-コンサドーレ札幌ユース・Ｕ－１５-コンサドーレ札幌Ｕ－１８-コンサドーレ札幌-コンケーン／タイ-北海道コンサドーレ札幌-水戸ホーリーホック-北海道コンサドーレ札幌-水戸ホーリーホック-アビスパ福岡,180,130,4,20140406,J3第5節,J-22,YS横浜,ニッパ球,20150601,明治安田J2第16節,札幌,Ｃ大阪,札幌ド,1,254534,254534
249,Ｊ１百年構想,30532,町田,1500498,増山　朝陽,MASUYAMA Asahi,MF,11,福岡県,173,72,19970129,板付ウイングＳＣ-板付中-東福岡高-ヴィッセル神戸-横浜ＦＣ-ヴィッセル神戸-アビスパ福岡-ヴィッセル神戸-大分トリニータ-Ｖ・ファーレン長崎,62,166,0,20150607,明治安田J1 1st第15節,神戸,Ｇ大阪,万博,20161029,明治安田J1 2nd第16節,神戸,名古屋,ノエスタ,1,26060,26060
249,Ｊ１百年構想,30532,町田,1607204,仙頭　啓矢,SENTO Keiya,MF,8,大阪府,171,64,19941229,ＦＣジョカーレ-ガンバ大阪門真ジュニア-ＦＣグリーンウェーブＵ－１５-京都橘高-東洋大-京都サンガF.C.-横浜Ｆ・マリノス-京都サンガF.C.-横浜Ｆ・マリノス-サガン鳥栖-名古屋グランパス-柏レイソル,162,118,0,20170226,明治安田J2第1節,京都,山形,西京極,20170312,明治安田J2第3節,京都,福岡,レベスタ,1,254415,254415
249,Ｊ１百年構想,30532,町田,1636311,バスケス　バイロン,VASQUEZ BYRON,MF,39,チリ,174,71,20000516,新明サッカースポーツ少年団-東松山ペレーニアＪｒユース-青森山田高-いわきＦＣ-ウニベルシダ　カトリカ／チリ-いわきＦＣ-東京ヴェルディ-ＦＣ町田ゼルビア-栃木シティ,13,66,14,20220227,明治安田J2第2節,東京Ｖ,栃木,味スタ,20220501,明治安田J2第13節,東京Ｖ,岡山,Ｃスタ,1,798111,798111
249,Ｊ１百年構想,30532,町田,1640980,ネタ　ラヴィ,NETA LAVI,MF,31,イスラエル,177,76,19960825,マッカビ　ハイファＦＣ／イスラエル-ガンバ大阪,72,0,0,20230218,明治安田J1第1節,Ｇ大阪,柏,三協Ｆ柏,20250214,明治安田J1第1節,Ｇ大阪,Ｃ大阪,パナスタ,1,24141,24141
249,Ｊ１百年構想,30532,町田,1642041,高崎　天史郎,TAKASAKI Tenshiro,MF,38,大阪府,172,60,20060213,センアーノ神戸ジュニア-千里丘ＦＣ-ＱＵＯＮ　ＦＤ-ＦＣ町田ゼルビア-渋谷シティＦＣ,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,30532,町田,1648369,真也加　チュイ　大夢,MAYAKA Chui hiromu,MF,60,群馬県,167,63,20060811,東京町田忠生ＳＣ-ＦＣ町田ゼルビアＪｒユース-ＦＣ町田ゼルビアユース,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,30532,町田,1650543,チャ　ジェフン,CHA Je Hoon,MF,28,大韓民国,185,72,20060503,海雲台ＦＣ／大韓民国-大新中／大韓民国-中京高／大韓民国,0,0,0,,,,,,,,,,,1,,
249,Ｊ１百年構想,30532,町田,1500452,西村　拓真,NISHIMURA Takuma,FW,20,愛知県,178,73,19961022,名東クラブジュニア-名東クラブＪｒユース-富山第一高-ベガルタ仙台-ＣＳＫＡ　モスクワ／ロシア連邦-ポルティモネンセＳＣ／ポルトガル-ベガルタ仙台-ＣＳＫＡ　モスクワ／ロシア連邦-ベガルタ仙台-横浜Ｆ・マリノス-セルベッテＦＣ／スイス-横浜Ｆ・マリノス,217,0,14,20150531,明治安田J3第14節,J-22,山口,下関,20150809,明治安田J3第25節,J-22,YS横浜,ニッパツ,1,12837,12837
249,Ｊ１百年構想,30532,町田,1604777,相馬　勇紀,SOMA Yuki,FW,7,東京都,166,68,19970225,布田ＳＣ-三菱養和調布ＳＳ-三菱養和ＳＣ調布Ｊｒユース-三菱養和ＳＣユース-早稲田大-名古屋グランパス-鹿島アントラーズ-名古屋グランパス-カーザ　ピアＡＣ／ポルトガル-名古屋グランパス,174,0,0,20180811,明治安田J1第21節,名古屋,鹿島,豊田ス,20181106,明治安田J1第28節,名古屋,Ｃ大阪,金鳥スタ,1,73580,73580
249,Ｊ１百年構想,30532,町田,1618640,藤尾　翔太,FUJIO Shota,FW,9,大阪府,184,79,20010502,リップエースＳＣ-リップエースＳＣＪｒユース-セレッソ大阪Ｕ－１８-セレッソ大阪-水戸ホーリーホック-セレッソ大阪-徳島ヴォルティス-セレッソ大阪-ＦＣ町田ゼルビア-セレッソ大阪,71,85,42,20180616,明治安田J3第14節,Ｃ大23,鹿児島,白波スタ,20191006,明治安田J3第25節,Ｃ大23,北九州,ミクスタ,1,798112,798112
249,Ｊ１百年構想,30532,町田,1621161,ナ　サンホ,NA Sangho,FW,10,大韓民国,173,70,19960812,檀国大／大韓民国-光州ＦＣ／大韓民国-ＦＣ東京-城南ＦＣ／大韓民国-ＦＣソウル／大韓民国,82,0,1,20190223,明治安田J1第1節,FC東京,川崎Ｆ,等々力,20190406,明治安田J1第6節,FC東京,清水,味スタ,1,25428,25428
249,Ｊ１百年構想,30532,町田,1627565,エリキ,ERIK,FW,27,ブラジル,170,65,19940718,ゴイアスＥＣ／ブラジル-ＳＥパルメイラス／ブラジル-アトレチコ　ミネイロ／ブラジル-ボタフォゴＦＲ／ブラジル-横浜Ｆ・マリノス-ＳＥパルメイラス／ブラジル-長春亜泰足球倶楽部／中国-ＦＣ町田ゼルビア-ヴィッセル神戸,96,30,0,20190817,明治安田J1第23節,横浜FM,Ｃ大阪,日産ス,20190824,明治安田J1第24節,横浜FM,名古屋,パロ瑞穂,1,27036,27036
249,Ｊ１百年構想,30532,町田,1636242,沼田　駿也,NUMATA Takaya,FW,22,大阪府,173,67,19990419,真上ＦＣ-高槻市立第二中-摂津高-関西大-レノファ山口ＦＣ-ＦＣ町田ゼルビア-鹿児島ユナイテッドＦＣ,13,84,0,20220220,明治安田J2第1節,山口,熊本,みらスタ,20220227,明治安田J2第2節,山口,秋田,みらスタ,1,798122,798122
249,Ｊ１百年構想,30532,町田,1641528,桑山　侃士,KUWAYAMA Kanji,FW,49,埼玉県,184,80,20021128,浦和レッズジュニア-ＧＲＡＮＤＥ　ＦＣ　Ｕ－１５-東海大高輪台高-東海大,24,0,0,20240626,明治安田J1第20節,町田,神戸,ノエスタ,20250308,明治安田J1第5節,町田,横浜FC,ニッパツ,1,831962,894420
249,Ｊ１百年構想,30532,町田,1654126,徳村　楓大,TOKUMURA Futa,FW,34,沖縄県,168,63,20071126,サガン鳥栖Ｕ－１２-サガン鳥栖Ｕ－１５-神村学園中-神村学園高,0,0,0,,,,,,,,,,,1,1059231,
